basme'e	bas·me'e	basti cmene	replace + name	pseudonym	$b_1=c_1$ is a pseudonym of $c_2$ to/used-by namer/name-user $c_3$ (person).
samnarca'igau	sam·nar·ca'i·gau	skami na catni gasnu	computer + bridi negator + authority + bring about	log out	$g1=c1$ logs out of computer $c2$ as username $c3$
madni'i	mad·ni'i	marde nibli	morals + necessitate	lesson	$n_1=m_1$ is the moral of story/situation $m_3$ and entails action/event/state $n_2$.
selca'u	sel·ca'u	se canlu	2⇄1 + space	occupy	$x_2=c_1$ is space/hyperspace/volume/region/room occupied by $x_1=c_2$.
mulfa'o	mul·fa'o	mulno fanmo	complete + end		$f_1$ is the end/finish/completion of completed thing/process $f_2=m_1$.
jetydu'i	jety·du'i	jetnu dunli	true + equal	both or none	$x_1$ and $x_2$ have the same truth value; either both or none of $x_1$ and $x_2$ is true
nalfau	nal·fau	na'e fasnu	scalar contrary + event	doesn't happen	$x_1$ (event) is an event that doesn't happen/occur/take place
bangyklesi	bangy·klesi	bangalu'i klesi	Amaimon + category		$x_1$ is a dialect of language $x_2$
jdenoi	jde·noi	kajde notci	warn + message	warning	$x_1$ is a warning message to intended audience $x_2$ about danger $x_3$ from author $x_4$.
jaitci	jai·tci	jgari tutci	grasp + instrument		$x_1$=$t_1$=$j_4$ is a handle to hold/grasp/carry $x_2$=$j_2$ used by $x_3$=$j_1$
slanydi'u	slany·di'u	slanydi'u dinju	rook + building	rook	$x_1$ is a tower for purpose $x_2$.
selcmipi'i	sel·cmi·pi'i	se cmima pilji	2⇄1 + belong to + multiply	cross product	$x_1$ is the cross product of set $x_2$ and set $x_3$.
selzgigau	sel·zgi·gau	se zgike gasnu	2⇄1 + music + bring about	play	$g_1$ makes that $z_2$ plays $z_1$; $x_1$ plays on $x_2$ music $x_3$.
mivgau	miv·gau	jmive gasnu	live + bring about	raise	$g_1$ reincarnates/resurrects $j_1$ by standard $j_2$.
toltenfa	tol·tenfa	to'e tenfa	polar opposite + exponential	exponential root	$x_1$ is the exponential root of $x_2$ with exponent $x_3$ // $x_1$ is the $x_3$th root of $x_2$ // $x_1 = \sqrt[x_3]{x_2}$
sedycaugau	sedy·cau·gau	stedu claxu gasnu	head + lack + bring about	behead	$g_1$ beheads $c_1=s_2$.
cicpre	cic·pre	cilce prenu	wild + people	savage	$c_1=p_1$ is a savage/wild person.
bidjylinsi	bidjy·linsi	bidju linsi	bead + chain	rosary	$x_1$ is a rosary with beads of material $x_2$ with link properties $x_3$.
celma'i	cel·ma'i	cecla masti	launcher + month	December	$x_1$ is December of year $x_2$ in calendar $x_3$.
precitri	pre·citri	prenu citri	people + history	biography	$x_1$ is a biography of $x_2$, written/created/composed by $x_3$.
jasybriju	jasy·briju	jansu briju	diplomat + office	consulate	$b_1$ is an embassy/consulate of $j_2$ at $b_3$.
gritezdybi'otei	gri·tezdy·bi'o·tei	girzu tezda binxo temci	group + e-fold + become + time	e-fold decay time	$x_1 = t_1$ is the elapsed time required for decaying/diminishing/reducing/shrinking population $x_2 = g_1$ to decrease in number by a factor of exactly/approximately $1/e^{(x_3)}$ from that which is considered to be the initial population size, where $e$ is the natural exponential base and $x_3$ [li; default: 1] is a real number, according to standard/under condition/by model/in experiment $x_4$; $x_1$ is the one-$(e^{(x_3)})$-th-life of population/sample $x_2$; the (approximate) $(x_3)$-th one-e-th-ing/e-fold decrease(/increase) of population $x_2$ takes approximately $x_1$ (time).
glaladyckafi	gla·lady·ckafi	glare ladru ckafi	hot + milk + coffee	coffee	$c_1$ is a quantity of caf�� au lait/latte/caf�� con leche/cappuccino/flat white/coffee with heated dairy [or similar] product/creamer/whitener $la_1=g_1$, addition warm by standard $g_2$.
malsamtci	mal·sam·tci	mabla skami tutci	bloody + computer + instrument	malicious software	$x_1$ is [malware/malicious software/computer virus] for purpose $x_2$ on computer(s) including $x_3$
sutydji	suty·dji	sutra djica	fast + desire	eager	$d_1$ is eager/impatient for $d_2=s_2$ to happen.
ckufi'i	cku·fi'i	cukta finti	book + compose	author	$x_1=f_1=c_3$ authors/creates book $x_2=c_1$ about/containing work $x_3=c_2$ for audience $x_4=c_4$ preserved in medium $x_5=c_5$ for purpose $x_6=f_3$ from elements/ideas/inspiration $x_7=f_4$.
tolfau	tol·fau	to'e fasnu	polar opposite + event	does not happen	$x_1$ (event) is an event that doesn't happen/occur/take place
zumkemymakslikacma	zum·kemy·mak·sli·kacma	zu'o ke maksi slilu kacma	activity abstract + start grouping + magnet + oscillate + camera	fMRI	$x_1$ is an fMRI (functional magnetic resonance imaging) machine.
bisri'e	bis·ri'e	bisli rirxe	ice + river	glacier	$x_1$ is a glacier of land mass $x_2$, draining snowshed $x_3$ into $x_4$.
mlaselfa'a	mla·sel·fa'a	mlana se farna	side + 2⇄1 + direction	sideways	$f_2$ is sideways from $f_3=m_2$ .
zulselpevysmacu	zul·sel·pevy·smacu	zunle se pe'a smacu	left + 2⇄1 + figurative + mouse	left mouse button	$x_1$ is the left mouse button of computer mouse $x_2$.
lolgai	lol·gai	loldi gacri	bottom + cover	floor covering	$g_1$ is floor covering/flooring/carpet/rug for covering floor $g_2=l_1$ of $x_3=l_2$.
selse'u	sel·se'u	se selfu	2⇄1 + serve	client of service	$x_{1}$ is served by $x_{2}$ with service $x_{3}$ (activity).
nunte'a	nun·te'a	nu terpa	event abstract + fear	fear	$nu_{1}$ is an event where $t_{1}$ fears $t_{2}$.
temda'o	tem·da'o	temci darno	time + far		$d_1=t_2$ (point in time) is far/distant in time from $d_2=t_3$ (point in time).
zaglamtu'e	zag·lam·tu'e	zargu lamji tuple	arse + adjacent + leg	thigh	$t_1$ is the thigh of $t_2=z_2$.
dadycka	dady·cka	dandu ckana	hang + bed	hammock	$c_1=d_1$ is a hammock of material $c_2$ hung from $d_2$.
xalbarja	xal·barja	xalka barja	alcohol + bar	saloon	$x_1=b_1$ is a saloon/pub/bar primarily serving alcoholic beverages to $x_2=b_3$.
mulna'usle	mul·na'u·sle	mulno namcu selci	complete + number + cell	prime	$s_1=mn_1$ is an indivisible / prime number in integer domain $s_2$.
srubo'u	sru·bo'u	sruri bongu	surround + bone	rib	$s_1=b_1$ is a rib of $s_2=b_2$.
slakypau	slaky·pau	slaka bu pagbu	close-comma + part	mora	$p_1$ is a mora [linguistics]/component of syllable $p_2=s_1$ in language $s_2$.
kosmyvrici	kosmy·vrici	kosmyka'u vrici	use case + assorted	flexible	$x_1$ has many/diverse purposes, including purpose $x_2$ (abstraction)
piltapla	pil·tapla	pilka tapla	crust + tile	scale	$x_1$ is a scale (body part)
relctebi	rel·ctebi	re ctebi	2 + lip	bilabial	$c_1$ is bilabial/pertains to both lips of orifice $c_2$ of body $c_3$.
mujybukyvro	muj·ybuky·vro	munje ??? vorme	universe + ??? + door	wormhole	$v_1$ is a wormhole (physics)
naldamtanko	nal·dam·tanko	na'e danmo tanko	scalar contrary + smoke + tobacco	chewing tobacco	$t_1$ is a quantity of smokeless tobacco/tobacco-based product of/from species/strain $t_2$
kobysalta	koby·salta	kobli salta	cabbage + salad	garden salad	$s_1$ (mass) is a quantity of green/garden salad [food] with ingredients/components including $k_1=s_2$ (mostly fresh leafy vegetables).
matybi'o	maty·bi'o	mapti binxo	fit + become	become fitting	$b_1$ becomes fitting with $m_2$ in property/aspect $m_3$.
selskusku	sel·sku·sku	se cusku cusku	2⇄1 + express + express	quote	$x_1=skuP_1$ says $x_2=skuP_2=skuZ_2$ to $x_3=skuP_3$ via medium $x_4=skuP_4$, quoting $x_5=skuZ_1$ saying that to $x_6=skuZ_3$ via medium $x_7=skuZ_4$.
zdacau	zda·cau	zdani claxu	nest + lack	homeless	$c_1$ is homeless.
samselmri	sam·sel·mri	skami se mrilu	computer + 2⇄1 + mail	e-mail	$sm_1$ is an e-mail sent by $sm_2$ (agent) to person / computer $sm_3$ from person / computer $sm_4$ by computer network $sm_5$.
djacaumro	dja·cau·mro	cidja claxu morsi	food + lack + dead	starve	$m_1=c_2$ starves to death from lack of food/nutrition $c_1$
djapa'o	dja·pa'o	cidja panlo	food + slice	cutlet	$x_1$=$p_1$ is a slice of food substance/prepared-cuisine/cutlet/fillet of $x_2$=$p_2$=$c_1$ (mass) for consumption by/nutrient to $x_3$=$c_2$
firbo'u	fir·bo'u	flira bongu	face + bone	facial skeleton	$b_1=f_1$ is a facial skeleton/splanchnocranium/viscerocranium of $b_3=f_2$
notci'a	not·ci'a	notci ciska	message + write	note down	$c_1$ notes down $c_2$ on display/storage medium $c_3$ with writing implement $c_4$.
sizyzilmro	sizy·zil·mro	si'o zi'o morsi	concept abstract + nonexistent it + dead	death	$x_1$ is death/the idea of death according to $x_2$
trupauja'a	tru·pau·ja'a	turni pagbu jatna	govern + part + captain	minister	$r_1$ is the minister/secretary of ministry/department $t_2$
cicyractu	cic·yra·ctu	cilce ??? ctuca	wild + ??? + teach	hare	$r_1$ is a hare of species $r_2$.
seltcu	sel·tcu	se nitcu	2⇄1 + need	needed	$x_{1}$ is needed by $x_{2}$ for purpose $x_{3}$.
zvapre	zva·pre	zvati prenu	at + people	a person present	$x_1$ is someone present at $x_2$
dubma'o	dub·ma'o	du cmavo	same identity as + structure word	copula	$x_1$ is a copula abiding by grammatical rules $x_2$ with additional meaning $x_3$ in language $x_4$
cicfoi	cic·foi	cilce foldi	wild + field	forest	$f_1$ is an uncultivated field of material $f_2$.
patxi'o	pat·xi'o	pante xriso	protest + Christian	Protestant	$x_1=p_1$ is Protestant in aspect $x_2$.
selbi'u	sel·bi'u	se bitmu	2⇄1 + wall	walled off	$x_2=b_1$ is a wall/fence separating $x_1=b_2$ from $x_3=b_3$, and subdividing $x_4=b_4$.
vanjbajisra	van·jba·jisra	vanju jbari jisra	wine + berry + juice	grape juice	$ji_1$ is made of/contains/is a quantity of grape juice made from grape/grapes $ji_2=jb_1=v_2$.
sudjaxri'a	sud·jax·ri'a	sudga jai rinka	dry + modal conversion + cause	dry	$x_1=r_{1jai}$ (concrete) dries $x_2=s_1$ of liquid $x_3=s_2$ with event $x_4=r_{fai}$.
selsni	sel·sni	se sinxa	2⇄1 + represent	meaning of symbol	$x_1$ is the meaning of symbol $x_2$ as observed by $x_3$
zgika'u	zgi·ka'u	zgike kantu	music + quantum	music note	$k_1$ is a music note (tone).
karpo'ijbe	kar·po'i·jbe	kalri porpi jbena	open + break + born	hatch	$j_1=k_3$ hatches from eggshell $j_2=p_1=k_1$
bakcatra	bak·catra	bakni catra	bovine + kill	butcher	$x_1$ kills bull/cow $x_2$ by method $x_3$.
kijycau	kijy·cau	kijno claxu	oxygen + lack	anaerobic	$c_1$ lacks oxygen $k_1$; $c_1$ is anaerobic.
terbrikazmi	ter·bri·kazmi	te bridi kazmi	3⇄1 + predicate + cardinality	adicity	$x_1$ (li) is the arity of predicate relationship $x_2$; selbri (not restricted to Lojban) is $x_1$-adic; $x_2$ is a predicate with $x_1$(-many) sumti/argument slots that may be filled.
tsetupyzbe	tse·tupy·zbe	zutse tuple zbepi	sit + leg + pedestal	lap	$t_1=zb_1$ is a lap [body part] of $t_2=zu_1$ supporting $zb_2$.
skekarni	ske·karni	saske karni	lore + journal	article	$x_1$ is a scientific journal with articles $x_2$. $x_2$ is a research article in journal or proceedings $x_1$.
marnysigja	marny·sigja	marna sigja	hemp + cigar	joint	$s_1$ is a joint/spliff/cigarette made from marijuana $s_2=m_1$ by $s_3$.
bijgri	bij·gri	briju girzu	office + group	organization	$g_1$ is a formal organization with aim/purpose $g_2$.
grixabybi'otei	gri·xaby·bi'o·tei	girzu xadba binxo temci	group + half + become + time	half-life	$x_1 = t_1$ is the elapsed time required for decaying/diminishing/reducing/shrinking population $x_2 = g_1$ to decrease in number by a factor of exactly/approximately half according to standard/under condition/by model/in experiment $x_3$; $x_1$ is the half-life of population/sample $x_2$; the (approximate) halving of population $x_2$ takes approximately $x_1$ (dimensionful number: time).
nercreka	ner·creka	nenri creka	in + shirt	singlet	$c_1$ is a singlet/undershirt/vest of material $c_2$.
mitmlu	mit·mlu	mintu simlu	same + seem	to seem to be the same as, to look just like	$s_1=m_1$ seems to be the same as $m_2$ by standard $m_3$ to observer $s_3$ under conditions $s_4$.
purlamke'u	pur·lam·ke'u	purci lamji krefu	past + adjacent + recur	last time	$x_1$ is the last time/previous time that $x_2$ happened.
visycu'i	visy·cu'i	viska cumki	see + possible	visible	$x_1$ is visible to $x_2$ under conditions $x_3$
brivycme	brivy·cme	brivycme cmene	brivla-based name + name	brivla-based name	$x_1$ is a brivla-based name for $x_2$ used by namer $x_3$
nonbaizu'e	non·bai·zu'e	no bapli zukte	0 + effective + act		$x1=z1$ voluntarily does action $x2=z2=b2$ to achieve goal $x3=z3$
tcanylu'a	tcany·lu'a	tcanapu pluta	backward in graph + path	network route	$x_1=p_1$ is a network route/path to node $x_2=p_2=t_1$ from node $x_3=p_3=t_1$ via points/nodes $x_4=p_4$ within  transport/communication/distribution system/network $x_5=t_2$.
genvlasle	gen·vla·sle	gerna valsi selci	grammar + word + cell	morpheme	$s_1=g_1$ is a morpheme/most basic grammatical subunit of word, meaning/causing $v_2$ in language $v_3=g_2$ for language/text $g_3$.
tapydansu	tapy·dansu	stapa dansu	step + dance	tap-dance	$x_1=s_1=d_1$ tap-dances to accompaniment/music/rhythm $x_2=d_2$.
selsrustu	sel·sru·stu	se sruri stuzi	2⇄1 + surround + location	courtyard	$st_1=sr_2$ is a yard/courtyard/quadrangle/cloister, the location of $st_2$ (object/event), enclosed by $sr_1$.
zdimi'a	zdi·mi'a	zdile cmila	amusing + laugh	to laugh	$x_1=c_1=z_2$ laughs about $x_2=z_1$ (abstract) in property/aspect $x_3=z_3$; $x_1=c_1=z_2$ is amused about $x_2=z_1$ (abstract) amusing in property/aspect $x_3=z_3$ which causes $x_1=c_1=z_2$ to laugh.
lardai	lar·dai	larcu dacti	art + object	work of art	$x_1$ is a work of art created by an application of craft/skill $x_2$.
mulgunma	mul·gunma	mulno gunma	complete + jointly	aggregate	$g_1=m_1$ is a mass/team/aggregate/whole, together composed solely/completely/wholly of components x2, considered jointly, by standard $m_3$.
tarci'e	tar·ci'e	tarci ciste	star + system	solar system	$c_1$ is a solar system based on star(s) $t_1$ (default is the Solar System) with stellar properties $t_2$ with components $c_3$ displaying $c_4$ (ka)
loisli	loi·sli	loldi slilu	bottom + oscillate	quake	$l_1=s_1$ undergoes an earthquake/an event of the ground shaking of magnitude $x_2$.
mlegaumai	mle·gau·mai	melbi gasnu marji	beautiful + bring about + material	cosmetic	$ma_1=g_1$ is a cosmetic/makeup for beautifying $me_1$ in aspect $me_3$, made up of  material $ma_2$ in form $ma_3$
prexra	pre·xra	prenu pixra	people + picture	portrait	$x_1=pi_1$ is a portrait of $x_2=pi_2=pr_1$ (motif) by $x_3=pi_3$ (artist).
stuselpo'e	stu·sel·po'e	stuzi se ponse	location + 2⇄1 + possess	property	$p_2=s_1$ is a piece of real estate possessed by $p_1$ in condition $p_3$.
cumgau	cum·gau	cumki gasnu	possible + bring about	enable	$x_1$ enables $x_2$ (event) to happen; $x_1$ makes $x_2$ possible
ci'asku	ci'a·sku	ciska cusku	write + express	express in writing	$cu_1=ci_1$ expresses in writing $cu_2=ci_2$ for audience $cu_3$ using display/storage medium $ci_3$ with writing implement $ci_4$.
xanvruzau	xan·vru·zau	xance savru zanru	hand + noise + approve	applause	$z_1=x_2$ gives applause to plan/action $z_2$ (object/event).
sumdai	sum·dai	sumti dacti	argument + object	object	$x_1$ is an object (may or may not be material); any object that can be the subject of a noun or sumti; "object" in object-oriented programming
sorlutca'u	sor·lut·ca'u	so'i pluta canlu	many + path + space	labyrinth	$p_1=c_1$ is a maze (an area with many paths) occupied by $c_2$, with route(s) leading to exit $p_2$ from entrance $p_3$ via points including $p_4$ (set).
dadgau	dad·gau	dandu gasnu	hang + bring about	hang	$g_1$ hangs/suspends $d_1$ from $d_2$ with/by means  $d_3$.
tengau	ten·gau	tcena gasnu	extend + bring about	extend	$g_1$ extends $t_1$ to range $t_2$ [interval/extent] in dimension $t_3$ from relaxed range $t_4$.
pipyjalra	pipy·jalra	plipe jalra	jump + cockroach	grasshopper	$x_1$ is a grasshopper of order/species/breed $x_2$.
clame'a	cla·me'a	clani mleca	long + less	shorter	$m_1$ is shorter than $m_2$ in direction $c_2$ by margin $m_4$.
rapfinti	rap·finti	rapli finti	repeat + compose	remake	$x_1$ is a remake/re-invention of $x_2$
mibmlu	mib·mlu	mi simlu	I + seem	mibmlu	$x_1$ simlu $x_2$ mi
termosygau	ter·mosy·gau	te mosra gasnu	3⇄1 + friction + bring about	brush	$g_1$ rubs $m_3$ against/with $m_2$ using frictional force $m_1$.
kukrai	kuk·rai	kukte traji	delicious + best	most delicious	$x1=k1=t1$ is most delicious of set $x2=t4$ to observer $x3=k2$
snomabru	sno·mabru	masno mabru	slow + mammal	sloth	$m_1$ is a sloth of genus/species $m_2$.
zildatni	zil·datni	zi'o datni	nonexistent it + data	information	$x_1$=$d_1$ is information gathered/produced by method/from source $x_2$=$d_3$.
xasyjukni	xasy·jukni	xamsi jukni	sea + 	crustacean, marine	$j_1$ is a crab/lobster/crayfish/shrimp/krill/[marine crustacean] of species $j_2$.
kafpraca'a	kaf·pra·ca'a	ckafi cupra cabra	coffee + produce + apparatus	coffeemaker	$ca_1$ is a coffeemaker/is an apparatus/device for producing coffee $ca_2=cu_2=ck_1$ controlled/[triggered] by $ca_3$ (agent).
burnygau	burny·gau	burnygau gasnu	disconcert + bring about	disconcert	$g_1$ (agent) embarrasses/disconcerts $b_1$ about/under conditions $b_2$ (abstraction).
pinjykei	pinjy·kei	pinji kelci	clitoris + play		$k_1$ ���plays��� with sex toy $k_2$ which resemles a primary reproductive organ.
sfane'u	sfa·ne'u	sfasa cnemu	punish + reward		$n_1=s_1$ (agent) punishes $n_2=s_2$ [recipient] for atypical infraction $n_3=s_3$ (event/state/action) with punishment $n_4=s_4$.
jaurgacmi'imle	jaur·gac·mi'i·mle	djacu gapci minji melbi	water + gas + machine + beautiful	steampunk	$x_1=m_1$ is steampunk to $x_2=m_2$ in aspect $x_3=m_3$ (ka).
degja'i	deg·ja'i	degji jadni	finger + adorn	ring	$j_1$ is a ring on finger $j_2=d_1$.
sumgadri	sum·gadri	sumti gadri	argument + article	sumti qualifier	$x_1$ is a sumti qualifier labelling sumti $x_2$ with semantics $x_3$.
mobdu'a	mob·du'a	mo'a dunda	not enough + give	parsimonious	$d_1$ is stingy about giving $d_2$ to $d_3$.
pacycrida	pacy·crida	palci crida	evil + demon	demon	$x_1$ is a demon
juftogmo'a	juf·tog·mo'a	jufra tonga morna	sentence + tone + pattern	intonation	$t_1=m_1$ is the intonation of sentence $j_1=m_2$ with characteristics $t_2=m_3$.
nakfamti	nak·famti	nakni famti	male + aunt or uncle	uncle	$x_1$ is an uncle of $x_2$
dzeklu	dze·klu	dzena kulnu	ancestor + culture	classical	$k_1$ is classical.
coisna	coi·sna	condi sance	deep + sound		$s_1=c_1$ is a deep/rumbling sound produced by $s_2=c_2$ from point of reference $c_3$.
mafnenlai	maf·nen·lai	makfa nejni klani	magic + energy + amount	mana	$x_1$ is mana/magical energy/magic points of quantity $x_2=k_1$ possessed by $x_3=m_3$.
cermurse	cer·murse	cerni murse	morning + glimmering	dawn	$m_1=c_1$ is the dawn of day $m_2=c_2$ at location $m_3=c_3$.
zifyjufpau	zify·juf·pau	zifre jufra pagbu	free + sentence + part	freemod	$x_1$ is is a free modifier (word or construct which can be freely inserted into or deleted from a sentence without making it ungrammatical)
tutlycatra	tutly·catra	tutle catra	race + kill	genocide	$x_1$=$c_1$ commits genocide against race/group/people $x_2$=$t_2$=$c_2$ by means $x_3$=$c_3$
vaxydicra	vaxy·dicra	vasxu dicra	breathe + interrupt	asphyxiate	$d_1$ chokes $v_1$ by/with $d_3$.
cmisau	cmi·sau	cmima slabu	belong to + familiar	logged in	$s_1=c_1$ is logged into system/application $s_2=c_2$.
rijyska	rijy·ska	rijno skari	silver + color	silver	$x_1$ = $s_1$ is silvery/silver-colored when viewed/perceived by $x_2$ = $s_3$ under conditions $x_3$ = $s_4$.
remselcatra	rem·sel·catra	remna se catra	human + 2⇄1 + kill	victim	$s_1=r_1$ (human being) is killed by $s_2=r_1$ (human being) by action/method $s_3$; $s_1=r_1$ is victim of murder.
taftcaci	taf·tcaci	taxfu tcaci	garment + custom	clothing	$tc_1$ is a clothing custom/fashion of $tc_2=ta_1$ under conditions $tc_3$ (era/region/occasion).
malselja'e	mal·sel·ja'e	mabla se jalge	bloody + 2⇄1 + result	counter-productive	$x_1$ (nu) is counter-productive yielding/has negative outcome/result $x_2$
sezlacri	sez·lacri	sevzi lacri	self + depend	self-confident	$x_1$ is self-confident; $x_1$ relie/trust themselves to bring about/ensure/maintain $x_2$ (event/state)
fanbu'u	fan·bu'u	falnu bukpu	sail + cloth	canvas	$b_1$ is canvas of material $b_2$.
vonynundansu	vony·nun·dansu	vo nu dansu	4 + event abstract + dance	quadrille	$n_1$ is a quadrille with dancers $d_1$ to music/rhythm $d_2$.
donma'o	don·ma'o	do cmavo	you + structure word	2nd person pronoun	$c_1$ is a second person pronoun in language $c_4$.
zandapma	zan·dapma	zabna dapma	favorable + curse	bless	$x_1$ blesses/well-wishes/bestows $x_2$ with fate $x_3$
cmebasti	cme·basti	cmene basti	name + replace	pronoun	$b_1$ is a pseudonym/pronoun, replacing real name $b_2=c_1$ of $x_3=c_2$ in circumstance $x_4=b_3$.
ci'asre	ci'a·sre	ciska srera	write + err	make a typo	$x_1$ commits typo/writing error $x_2$
nalremda'u	nal·rem·da'u	na'e remna danlu	scalar contrary + human + animal	animal	$x_1$ is a non-human animal of species/taxon $x_2$
selsnuti	sel·snuti	se snuti	2⇄1 + accidental		$x_{1}$ is a cause/commiter of/ contributor to accident $x_{2}$.
moltenva'u	mol·ten·va'u	moklu tcena vasxu	mouth + extend + breathe	yawn	$x_1=v_1$ yawns/[breathes while stretching mouth]
terckasu	ter·ckasu	te ckasu	3⇄1 + ridicule	ridiculous	$c_3$ (property/event) is ridiculous of $c_2$ (object) to observer $c_1$ with reaction $c_4$.
bimselsru	bim·sel·sru	bitmu se sruri	wall + 2⇄1 + surround	yard	$x_1$ is a yard surrounded by $x_2$
velfi'i	vel·fi'i	ve finti	4⇄1 + compose	inspiration	$x_1$ is the inspiration for creating $x_2$ for purpose $x_3$ by creator $x_4$
cunfaigau	cun·fai·gau	cunso fatri gasnu	random + distribute + bring about	cut	$g_1$ shuffles/randomly distributes/cuts $x_2=f_1$ among $x_3=f_2$ with shares/portions $x_4=f_3$.
denbru	den·bru	denci burcu	tooth + brush	toothbrush	$b_1$ is a toothbrush with bristles $b_3$.
selxau	sel·xau	se xamgu	2⇄1 + beneficial	beneficiary	$x_{1}$ [benefits from]/[is a beneficiary of] $x_{2}$ (object/event) according to standard $x_{3}$.
jilkemdicysro	jil·kem·dicy·sro	jilka ke dikca sorcu	alkali + start grouping + electric + hold	alkaline battery	$s_1$ is an alkaline battery in containment $s_3$.
numtca	num·tca	nurma tcadu	rural + city	village	$x1=n1=t1$ is a village/[rural town] of area $x2=n2=t2$, in political unit $x3=t3$, serving hinterland/region $x4=t4$
tepspaji	tep·spaji	terpa spaji	fear + surprise	alarm	$s_1=t_2$ alarms/startles $s_2=t_1$.
bukydi'u	buky·di'u	bukpu dinju	cloth + building	tent	$z_1$ is a tent for purpose $z_2$, made of $b_2$.
prubi'o	pru·bi'o	purci binxo	past + become	pass	$x_1$ passes/becomes past
zbiseljirna	zbi·sel·jirna	nazbi se jirna	nose + 2⇄1 + horn	rhino	$z_2=j_2$ is  a rhinoceros of species/type $x_2$
mudyctijalra	mudy·cti·jalra	mudri citka jalra	wood + eat + cockroach	termite	$j_1$ is a termite of species $j_2$.
terme'u	ter·me'u	te mentu	3⇄1 + minute	minute standard	$x_3=m_1$ is $x_2=m_2$ minutes in duration by standard $x_1=m_3$.
toltaske	tol·taske	to'e taske	polar opposite + thirst	quenched	$t_{1}$ is quenched and has enough of drink/fluid/lubrication $t_{2}$.
velkakpa	vel·kakpa	ve kakpa	4⇄1 + dig	digging limb	$x_1$ is a digging limb/tool for digging material $x_2$ up/out of $x_3$ (source/hole) with agent $x_4$.
fancyxra	fancy·xra	fancysuksa pixra	discontinuous function + picture		$p_1$ is a graph of function $p_2=f_1$ drawn by $p_3$ in medium $p_4$
zirzilska	zir·zil·ska	zirpu zi'o skari	purple + nonexistent it + color	purple	$x_1$ is the abstract color purple
sudglajukpa	sud·gla·jukpa	sudga glare jukpa	dry + hot + cook	bake	$x1=j1$ bakes/[cooks by dry heating] $x2=s1=g1=j2$
sorsipydi'u	sor·sipy·di'u	so'i sipna dinju	many + sleep + building	dormitory	$d_1$ is a dormitory (building/place) where people $x_2$ (complete mass) sleep.
cicyspavi'u	cicy·spa·vi'u	cilce spati vimcu	wild + plant + delete	weed	$v_1$ weeds out plants $s_1=c_1$ of species $s_2$ from $v_3$ with/leaving result/remnant/remainder $v_4$.
terva'i	ter·va'i	te vamji	3⇄1 + value	evaluate	$v_3$ evaluates $v_2$ (object) as $v_1$ (quality).
gapselfa'a	gap·sel·fa'a	gapru se farna	above + 2⇄1 + direction	pointed upwards	$f_2$ is turned up from $g_2$ in reference frame $g_3$.
caklyjdu	cakly·jdu	caklyladru jduli	drinking chocolate + jelly	chocolate pudding	$j_1$ is a quantity of chocolate pudding of composition including $c_1=j_2$.
terzbi	ter·zbi	te nazbi	3⇄1 + nose	nostril	$n_3$ is a nostril of $n_2$ (main body) in nose $n_1$.
rusyzilska	rusy·zil·ska	grusi zi'o skari	gray + nonexistent it + color	gray	$x_1$ is the abstract color gray
seldzu	sel·dzu	se cadzu	2⇄1 + walk	walking surface	$x_2=c_1$ walks/strides/paces on surface $x_1=c_2$ using limbs $x_3=c_3$.
sagypemci	sagy·pemci	sanga pemci	sing + poem	lyric	$x_1$ are the lyrics for the song/music $x_2$
to'okla	to'o·kla	??? klama	??? + come	go away	$x_1$ goes/moves away from $x_2$
zilna'e	zil·na'e	zi'o natfe	nonexistent it + contradict	not true	$x_1$ (du'u) is not true
plebo'o	ple·bo'o	pelji boxfo	paper + sheet	sheet of paper	$b_1$ is a sheet [2-dimensional shape flexible in 3 dimensions] of paper.
kalgai	kal·gai	kanla gacri	eye + cover	eyelid	$g_1$ is an eyelid of eye $k_1=g_2$.
selna'a	sel·na'a	se nanca	2⇄1 + year	duration	$x_2=n_1$ is $x_1=n_2$ years in duration by standard $x_3=n_3$.
cmacmacrida	cma·cma·crida	cmalu cmalu crida	small + small + demon	fairy	$cr_1$ is a fairy [tiny mythical humanoid] of mythos/religion $cr_2$
ti'ormanku	ti'o·rma·nku	ctino ??? ???	shadow + ??? + ???	shade-darkened	$x_1$=$m_1$ is shade-darkened/has shadow $x_2$=$c_1$ cast upon it by obfuscating/blocking/(at least semi-)opaque object $x_3$=$c_2$ from energy/light/transmission source $x_4$=$c_3$; $x_2$ is the shadow-eclipse caste upon $x_1$ by $x_3$, blocking radiation from $x_4$
vozyfi'i	vozy·fi'i	??? finti	??? + compose	inspiration	$x_1$ inspires $x_2$ to create $x_3$ for purpose $x_4$
mulcabna	mul·cabna	mulno cabna	complete + concurrent	after	$x_1$ (event) is after $x_2$ (event) concludes. $x_1$ is in the future when $x_2$ finishes
mlakla	mla·kla	mlana klama	side + come	dodge	$x_1=k_1=m_4$ dodges/sidesteps/skirts $x_2=m_2$ from $x_3=k_3$ by route $x_4=k_4$ by means of transportation $x_5=k_5$.
cacryminli	cacry·minli	cacryminli minli	miles per hour + mile	miles per hour	$x_1$ is $x_2$ long local distance units/miles per hour (mph) in speed/velocity.
meryru'u	mery·ru'u	merko rupnu	American + dollar	US dollar	$r_1=m_1$ is $r_2$ US dollars.
